Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,3/8 Pipe Thread x 1/2 PTF,3/8 Pipe Thread x 1/2 PTF,Regular,,62024,"Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems. 3/8"" Pipe Thread x 1/2"" Murlock",Tucker > Catalog,Tucker,3/8 Pipe Thread x 1/2 PTF | Catalog | AZ Cleaning Supplies,"Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems. 3/8"" Pipe Thread x 1/2"" Murlock Available at...",3-8-pipe-thread-x-1-2-ptf,,Hidden,Physical,,3/8 Pipe Thread x 1/2 PTF | Catalog | AZ Cleaning Supplies,"Looking for a replacement inlet/outlet fitting? This is the fitting on our delivery pumps for Fill N Go systems. 3/8"" Pipe Thread x 1/2"" Murlock Available at...",N,N,N,N,4.45,,N,Y,N,Y,N,,,3.12,Tucker,62024,N,,,N,,,Y,,,N,,4.45
,3/8 PTF x 1/4 PTF Reducer,3/8 PTF x 1/4 PTF Reducer,Regular,,62006,3/8 PTF x 1/4 PTF Reducer | Official Tucker SKU: 62006 | Category: Catalog,Tucker > Catalog,Tucker,3/8 PTF x 1/4 PTF Reducer | Catalog | AZ Cleaning Supplies,3/8 PTF x 1/4 PTF Reducer. Category: Catalog. Vendor code: 62006. Available at AZ Cleaning Supplies.,3-8-ptf-x-1-4-ptf-reducer,,Hidden,Physical,,3/8 PTF x 1/4 PTF Reducer | Catalog | AZ Cleaning Supplies,3/8 PTF x 1/4 PTF Reducer. Category: Catalog. Vendor code: 62006. Available at AZ Cleaning Supplies.,N,N,N,N,2.67,,N,Y,N,Y,N,,,1.87,Tucker,62006,N,,,N,,,Y,,,N,,2.67
,3/8 Swivel for Tucker Reel,3/8 Swivel for Tucker Reel,Regular,,T-1935,3/8 Swivel for Tucker Reel | Official Tucker SKU: T-1935 | Category: Accessories,Tucker > Accessories,Tucker,3/8 Swivel for Tucker Reel | Accessories | AZ Cleaning Supplies,3/8 Swivel for Tucker Reel. Category: Accessories. Vendor code: T-1935. Available at AZ Cleaning Supplies.,3-8-swivel-for-tucker-reel,,Hidden,Physical,,3/8 Swivel for Tucker Reel | Accessories | AZ Cleaning Supplies,3/8 Swivel for Tucker Reel. Category: Accessories. Vendor code: T-1935. Available at AZ Cleaning Supplies.,N,N,N,N,157.46,,N,Y,N,Y,N,,,110.23,Tucker,T-1935,N,,,N,,,Y,,,N,,157.46
,3/8 x 1/2 PTF GAM,3/8 x 1/2 PTF GAM,Regular,,63011,3/8 x 1/2 PTF GAM | Official Tucker SKU: 63011 | Category: Catalog,Tucker > Catalog,Tucker,3/8 x 1/2 PTF GAM | Catalog | AZ Cleaning Supplies,3/8 x 1/2 PTF GAM. Category: Catalog. Vendor code: 63011. Available at AZ Cleaning Supplies.,3-8-x-1-2-ptf-gam,,Hidden,Physical,,3/8 x 1/2 PTF GAM | Catalog | AZ Cleaning Supplies,3/8 x 1/2 PTF GAM. Category: Catalog. Vendor code: 63011. Available at AZ Cleaning Supplies.,N,N,N,N,2.73,,N,Y,N,Y,N,,,1.91,Tucker,63011,N,,,N,,,Y,,,N,,2.73
,3/8in Close Nipple,3/8in Close Nipple,Regular,,63030,3/8in Close Nipple | Official Tucker SKU: 63030 | Category: Catalog,Tucker > Catalog,Tucker,3/8in Close Nipple | Catalog | AZ Cleaning Supplies,3/8in Close Nipple. Category: Catalog. Vendor code: 63030. Available at AZ Cleaning Supplies.,3-8in-close-nipple,,Hidden,Physical,,3/8in Close Nipple | Catalog | AZ Cleaning Supplies,3/8in Close Nipple. Category: Catalog. Vendor code: 63030. Available at AZ Cleaning Supplies.,N,N,N,N,2.00,,N,Y,N,Y,N,,,1.40,Tucker,63030,N,,,N,,,Y,,,N,,2.00
,30' ECO BARE POLE (no tips included),Tucker® - 30 Water Fed Pole - Bare,Regular,,ECO-30-BARE,"TUCKER® - 30 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the solution for you! We are now offering versions of all of our poles without the added accessories. No tips or accessories included. If you would like to include a Euro or ACME tip (or both), please click the links below and add them to your cart. Euro Tip ACME Tip Optional accessories for this pole include: The Tucker® Reach Around Gooseneck w/ Quick Release The Tucker® Swivel Assembly w/ Quick Release Tucker® Carbon Fiber Goosenecks Male and Female Quick Connect 5/16"" OD Pole Hose This economy line of carbon fiber water fed poles are built right here in the USA. Carbon fiber gives the Tucker® 30 excellent rigidity, allowing you to apply ample cleaning pressure while saving your body during those long summer days. All Tucker® window cleaning equipment is guaranteed to last, and we back it up with our well-known customer service....",Tucker > Water Fed Pole Parts,Tucker,Tucker® - 30 Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 30 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",tucker-30-water-fed-pole-bare,,Hidden,Physical,10,Tucker® - 30 Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 30 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",N,N,N,N,548.88,,N,Y,N,Y,N,,,384.22,Tucker,ECO-30-BARE,N,,,N,,,Y,,,N,,548.88
,"30"" Stainless Steel Housing","30"" Stainless Steel Housing",Regular,,20054-30-SS,"These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS), decals, fittings, plumbing, thread tape, or filters are not included.",Tucker > Accessories,Tucker,"30"" Stainless Steel Housing | Accessories | AZ Cleaning Supplies",These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS)...,30-stainless-steel-housing,,Hidden,Physical,5,"30"" Stainless Steel Housing | Accessories | AZ Cleaning Supplies",These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS)...,N,N,N,N,390.29,,N,Y,N,Y,N,,,273.20,Tucker,20054-30-SS,N,,,N,,,Y,,,N,,390.29
,300 foot Yellow 3/8 Hose with Garden Hose Fittings,"300' Length of Yellow 3/8"" ID Spot Free Hose",Regular,,T-3/8-300-YL,"300' of our premium spot free water hose line. 3/8"" ID is perfect for delivering spot free water from your water system to your Tucker® pole hose. Comes with brass male garden hose fitting on one end and female brass garden hose fitting on the other for easy connecting to our water systems and poles.",Tucker > Accessories,Tucker,"300' Length of Yellow 3/8"" ID Spot Free Hose | AZ Cleaning Supplies","300' of our premium spot free water hose line. 3/8"" ID is perfect for delivering spot free water from your water system to your Tucker® pole hose. Comes with...",300-foot-yellow-3-8-hose-with-garden-hose-fittings,,Hidden,Physical,35.001,"300' Length of Yellow 3/8"" ID Spot Free Hose | AZ Cleaning Supplies","300' of our premium spot free water hose line. 3/8"" ID is perfect for delivering spot free water from your water system to your Tucker® pole hose. Comes with...",N,N,N,N,297.41,,N,Y,N,Y,N,,,208.19,Tucker,T-3/8-300-YL,N,,,N,,,Y,,,N,,297.41
,30in Carbon Filter Insert,"4 x 30"" Filter Cartridge - Carbon",Regular,,20066-C,"Looking for a replacement carbon filter cartridge for 4x30"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x30"" housings from many manufacturers. Filled with our high-quality activated charcoal carbon, these filters will remove all of the chlorine and chloramines in your water to make it safe for your RO membrane to process. Fits the H2Pro and 4060 New carbon filters must be flushed independently of other system components. Just disconnect the outlet tube from your carbon filter housing, point in a safe direction and run for 5 minutes. Black water will exit this tube. After flushing, remove plug and connect hose. You also must flush subsequent replacement carbon filters.",Tucker > Pure Water Systems,Tucker,"4 x 30"" Filter Cartridge - Carbon | Pure Water Systems | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x30"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x30"" housings from...",4-x-30-filter-cartridge-carbon,,Hidden,Physical,8.001,"4 x 30"" Filter Cartridge - Carbon | Pure Water Systems | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x30"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x30"" housings from...",N,N,N,N,116.17,,N,Y,N,Y,N,,,81.32,Tucker,20066-C,N,,,N,,,Y,,,N,,116.17
,30in Filter Insert (EMPTY),"4 x 30"" Filter Cartridge - Refillable",Regular,,20066,"Looking for a refillable filter cartridge for 4x30"" housings? This is it. These refillable cartridges fit the 4x30"" housings from many different manufacturers and the Tucker® Mobile DI System. Fill with our virgin bulk DI resin to save big on your filter cost. Holds 1/5 of a cubic foot of DI resin. Fits the H2Pro, 4060, and T-DI systems.",Tucker > Pure Water Systems,Tucker,"4 x 30"" Filter Cartridge - Refillable | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x30"" housings? This is it. These refillable cartridges fit the 4x30"" housings from many different...",4-x-30-filter-cartridge-refillable,,Hidden,Physical,1.601,"4 x 30"" Filter Cartridge - Refillable | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x30"" housings? This is it. These refillable cartridges fit the 4x30"" housings from many different...",N,N,N,N,57.87,,N,Y,N,Y,N,,,40.51,Tucker,20066,N,,,N,,,Y,,,N,,57.87
,30in Max-Flow Custom RO Membrane,"4 x 30"" Max-Flow Reverse Osmosis Membrane",Regular,,20066-RO,"The Tucker® 4 x 30"" RO membrane makes more water than any other 4 x 30"" membrane on the market today. What does this mean for you? If you replace your current (non - Tucker® branded) RO with our RO, you will instantly see more volume of water production. The Tucker® 4 x 30"" RO Membrane is the best choice for any system that utilizes a 30"" Membrane. Upgrade your RO system today! These 30"" RO Membranes are designed to operate at extremely low operating pressures making them the perfect choice for the Tucker® RO/DI systems as well as any other system on the market. Consider changing your RO membrane when it has begun to remove less than 80% of the impurities in the water. The fewer impurities the RO can remove, the more you will spend on DI filter replacements. This is the membrane used in the Tucker® 4060 System. Water Resistant Lubricant may be required and is available HERE",Tucker > Pure Water Systems,Tucker,"4 x 30"" Max-Flow Reverse Osmosis Membrane | AZ Cleaning Supplies","The Tucker® 4 x 30"" RO membrane makes more water than any other 4 x 30"" membrane on the market today. What does this mean for you? If you replace your...",4-x-30-max-flow-reverse-osmosis-membrane,,Hidden,Physical,6.001,"4 x 30"" Max-Flow Reverse Osmosis Membrane | AZ Cleaning Supplies","The Tucker® 4 x 30"" RO membrane makes more water than any other 4 x 30"" membrane on the market today. What does this mean for you? If you replace your...",N,N,N,N,714.08,,N,Y,N,Y,N,,,499.86,Tucker,20066-RO,N,,,N,,,Y,,,N,,714.08
,4 Stage 4060 Kit for Solar Panel Cleaning,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060,Regular,,T-SOLAR-4060,"Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 This professional-level pure water cleaning system features our powerful 4060 RO/DI cart with two 30"" RO membranes. This is the best equipment on the market for solar panel cleaning. We get many calls from people looking for a complete kit to get set up to clean solar panels, and we put this kit together specifically for that application. Each Tucker® 4060 4-Stage Pure Water Solar Panel Cleaning Kit comes standard with the following: The Tucker® Solar Boost 27' Reach water fed pole (100' Pole Tubing included) Tucker ® XL Alpha Badger Solar Brush Tucker® Hand Carry Hose Reel with 150' of premium water hose Tucker ® 4060 4-Stage RO/DI Cart Tucker® 4060 Mobile RO/DI Cart Tucker's commercial work horse! This system will produce more water than others making your cleaning time faster. Other systems on the market use a 40"" RO Membrane that can supply 1 pole on line pressure. Using (2) 40"" RO Membranes gives you more flow and...",Tucker > Catalog,Tucker,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 | AZ Cleaning Supplies,"Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 This professional-level pure water cleaning system features our powerful 4060 RO/DI cart with two 30""...",tucker-water-fed-pole-solar-panel-cleaning-kit-w-4060,,Hidden,Physical,125,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 | AZ Cleaning Supplies,"Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ 4060 This professional-level pure water cleaning system features our powerful 4060 RO/DI cart with two 30""...",N,N,N,N,6043.30,,N,Y,N,Y,N,,,4230.31,Tucker,T-SOLAR-4060,N,,,N,,,Y,,,N,,6043.30
,4 Stage Cart Upgrade Kits,4 Stage Upgrade Kit,Regular,,T-CART-UGK,This dual clear housing comes complete with the sediment and carbon filter (not pictured). To upgrade your 3 stage cart to a 4 stage simply remove the bracket and carbon pre-filter from your 3 stage and install this bracket and filters in their place. The hardware that is currently holding your carbon pre-filter bracket in place will hold this new bracket in place so no need for any additional hardware.,Tucker > Catalog,Tucker,4 Stage Upgrade Kit | Catalog | AZ Cleaning Supplies,This dual clear housing comes complete with the sediment and carbon filter (not pictured). To upgrade your 3 stage cart to a 4 stage simply remove the...,4-stage-upgrade-kit,,Hidden,Physical,5,4 Stage Upgrade Kit | Catalog | AZ Cleaning Supplies,This dual clear housing comes complete with the sediment and carbon filter (not pictured). To upgrade your 3 stage cart to a 4 stage simply remove the...,N,N,N,N,377.91,,N,Y,N,Y,N,,,264.54,Tucker,T-CART-UGK,N,,,N,,,Y,,,N,,377.91
,4 Stage Rival Kit for Solar Panel Cleaning,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2,Regular,,T-SOLAR-RIVAL,"Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 This professional level pure water cleaning system is our entry-level RO/DI kit designed for residential properties and low rise buildings. This kit is great for those looking for an entry level 4-stage system and carbon fiber pole. Tucker® water-fed poles are the oldest and most trusted brand worldwide. Each Tucker® RIVAL 4-Stage Pure Water Solar Panel Cleaning Kit comes standard with the following: The Tucker® Solar Boost 27' Reach water fed pole (100' Pole Tubing included) Tucker® XL Alpha Badger Solar Brush Tucker® Hand Carry Hose Reel with 150' of premium water hose 4-Stage Pure Water Filter System - RIVAL CART Tucker® Solar Boost 27' Reach Water Fed Pole The Tucker® Solar Boost water fed pole is an incredible tool for solar panel cleaners everywhere. Tucker® is the oldest name in the industry, delivering the highest quality components with unique features that simplify your day. Made right here in the USA. Each of...",Tucker > Pure Water Systems,Tucker,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 | AZ Cleaning...,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 This professional level pure water cleaning system is our entry-level RO/DI kit designed for...,tucker-water-fed-pole-solar-panel-cleaning-kit-w-rival,,Hidden,Physical,55.001,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 | AZ Cleaning...,Tucker® Water Fed Pole Solar Panel Cleaning Kit w/ Rival - v2 This professional level pure water cleaning system is our entry-level RO/DI kit designed for...,N,N,N,N,3505.67,,N,Y,N,Y,N,,,2453.97,Tucker,T-SOLAR-RIVAL,N,,,N,,,Y,,,N,,3505.67
,4 x 10in DI Cartridge Blue/White,4 x 10in DI Cartridge Blue/White,Regular,,20027,"This 4.5 x 10"" DI filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These DI filters are refillable with bulk DI resin. The DI filter is sealed in a plastic bag for maximum freshness. Simply open your DI filter housing, remove the exhausted DI filter and replace it with the new one.",Tucker > Catalog,Tucker,4 x 10in DI Cartridge Blue/White | Catalog | AZ Cleaning Supplies,"This 4.5 x 10"" DI filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These DI filters are...",4-5-x-10-di-filter,,Hidden,Physical,3,4 x 10in DI Cartridge Blue/White | Catalog | AZ Cleaning Supplies,"This 4.5 x 10"" DI filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These DI filters are...",N,N,N,N,103.72,,N,Y,N,Y,N,,,72.60,Tucker,20027,N,,,N,,,Y,,,N,,103.72
,4 x 20in DI Cartridge Full Blue/White,"4"" x 20"" Replacement DI Filter",Regular,,TUCKER-4-X-20IN-DI-CARTRIDGE-FULL-BLUE,"This pre-filled DI filter from RHG is full of virgin mixed bed DI resin. Simply open your filter housing, toss your old filter, and replace it with this ready-to-use one. No need to fill yourself. Save time with this convenient option.",Tucker > Catalog,Tucker,"4"" x 20"" Replacement DI Filter | Catalog | AZ Cleaning Supplies","This pre-filled DI filter from RHG is full of virgin mixed bed DI resin. Simply open your filter housing, toss your old filter, and replace it with this...",4-x-20-replacement-di-filter,,Hidden,Physical,3,"4"" x 20"" Replacement DI Filter | Catalog | AZ Cleaning Supplies","This pre-filled DI filter from RHG is full of virgin mixed bed DI resin. Simply open your filter housing, toss your old filter, and replace it with this...",N,N,N,N,106.96,,N,Y,N,Y,N,,,74.88,Tucker,20015,N,,,N,,,Y,,,N,,106.96
,40' ECO BARE POLE (no tips included),Tucker® - 40 Water Fed Pole - Bare,Regular,,ECO-40-BARE,"TUCKER® - 40 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the solution for you! We are now offering versions of all of our poles without the added accessories. No tips or accessories included. If you would like to include a Euro or ACME tip (or both), please click the links below and add them to your cart. Euro Tip ACME Tip Optional accessories for this pole include: The Tucker® Reach Around Gooseneck w/ Quick Release The Tucker® Swivel Assembly w/ Quick Release Tucker® Carbon Fiber Goosenecks Male and Female Quick Connect 5/16"" OD Pole Hose Tucker® Ultra Valve This economy line of carbon fiber water fed poles are built right here in the USA. Carbon fiber gives the Tucker® 40 excellent rigidity, allowing you to apply ample cleaning pressure while saving your body during those long summer days. All Tucker® window cleaning equipment is guaranteed to last, and we back it up with our well-known...",Tucker > Water Fed Pole Parts,Tucker,Tucker® - 40 Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 40 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",tucker-40-water-fed-pole-bare,,Hidden,Physical,12,Tucker® - 40 Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 40 CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",N,N,N,N,819.95,,N,Y,N,Y,N,,,573.97,Tucker,ECO-40-BARE,N,,,N,,,Y,,,N,,819.95
,"40"" Stainless Steel Housing","40"" Stainless Steel Housing",Regular,,20054-40-SS,"These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS), decals, fittings, plumbing, thread tape, or filters are not included.",Tucker > Accessories,Tucker,"40"" Stainless Steel Housing | Accessories | AZ Cleaning Supplies",These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS)...,40-stainless-steel-housing,,Hidden,Physical,5,"40"" Stainless Steel Housing | Accessories | AZ Cleaning Supplies",These are used in numerous Tucker® RO/DI systems. This SKU includes only the housing and clamps to secure the black insert caps. Saddle clamps (12021-A-SS)...,N,N,N,N,390.29,,N,Y,N,Y,N,,,273.20,Tucker,20054-40-SS,N,,,N,,,Y,,,N,,390.29
,40in Carbon Insert,"4 x 40"" Filter Cartridge - Carbon",Regular,,20013-C,"Looking for a replacement carbon filter cartridge for 4x40"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x40"" housings from many manufacturers. Filled with our high-quality activated charcoal carbon, these filters will remove all of the chlorine and chloramines in your water to make it safe for your RO membrane to process. This is NOT the replacement carbon filter cartridge for the 4060 system. The correct replacement carbon filter for the 4060 is the 4 X 30"" FILTER CARTRIDGE - CARBON New carbon filters must be flushed independently of other system components. Just disconnect the outlet tube from your carbon filter housing, point in a safe direction and run for 5 minutes. Black water will exit this tube. After flushing, remove plug and connect hose. You also must flush subsequent replacement carbon filters.",Tucker > Catalog,Tucker,"4 x 40"" Filter Cartridge - Carbon | Catalog | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x40"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x40"" housings from...",4-x-40-filter-cartridge-carbon,,Hidden,Physical,5,"4 x 40"" Filter Cartridge - Carbon | Catalog | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x40"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x40"" housings from...",N,N,N,N,136.66,,N,Y,N,Y,N,,,95.67,Tucker,20013-C,N,,,N,,,Y,,,N,,136.66
,40in Cartridge EMPTY,"4 x 40"" Filter Cartridge - Refillable",Regular,,20013,"Looking for a refillable filter cartridge for 4x40"" housings? This is it. These refillable cartridges fit the 4x40"" housings from many different manufacturers. Fill with our virgin bulk DI resin to save big on your filter cost.",Tucker > Catalog,Tucker,"4 x 40"" Filter Cartridge - Refillable | Catalog | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x40"" housings? This is it. These refillable cartridges fit the 4x40"" housings from many different...",4-x-40-filter-cartridge-refillable,,Hidden,Physical,5,"4 x 40"" Filter Cartridge - Refillable | Catalog | AZ Cleaning Supplies","Looking for a refillable filter cartridge for 4x40"" housings? This is it. These refillable cartridges fit the 4x40"" housings from many different...",N,N,N,N,67.65,,N,Y,N,Y,N,,,47.36,Tucker,20013,N,,,N,,,Y,,,N,,67.65
,40in DI Cartridge,"4 x 40"" Filter Cartridge - DI Resin",Regular,,20013-D,"Looking for a DI filter cartridge for 4x40"" housings? This is it. These one-time-use DI filter cartridges fit the 4x40"" housings from many manufacturers. Filled with our virgin resin, these filters will remove all of the impurities in your water to make spot-free water. This is NOT the replacement DI cartridge for the 4060 system. The correct replacement DI filter for the 4060 is the 4 X 30"" FILTER CARTRIDGE - DI RESIN",Tucker > Catalog,Tucker,"4 x 40"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x40"" housings? This is it. These one-time-use DI filter cartridges fit the 4x40"" housings from many manufacturers....",4-x-40-filter-cartridge-di-resin,,Hidden,Physical,12,"4 x 40"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x40"" housings? This is it. These one-time-use DI filter cartridges fit the 4x40"" housings from many manufacturers....",N,N,N,N,204.99,,N,Y,N,Y,N,,,143.50,Tucker,20013-D,N,,,N,,,Y,,,N,,204.99
,4in Brine Seal,4in Brine Seal,Regular,,21009,"Replacement 4"" gasket for Tucker® filter cartridges. (color may vary)",Tucker > Catalog,Tucker,4in Brine Seal | Catalog | AZ Cleaning Supplies,"Replacement 4"" gasket for Tucker® filter cartridges. (color may vary) Available at AZ Cleaning Supplies.",4in-brine-seal,,Hidden,Physical,0.5,4in Brine Seal | Catalog | AZ Cleaning Supplies,"Replacement 4"" gasket for Tucker® filter cartridges. (color may vary) Available at AZ Cleaning Supplies.",N,N,N,N,6.63,,N,Y,N,Y,N,,,4.65,Tucker,21009,N,,,N,,,Y,,,N,,6.63
,4in Filter Wrench,4 Inch Filter Wrench,Regular,,20036,This is the filter wrench needed to open the 4 inch filter housings found on the Tucker® Systems.,Tucker > Pure Water Systems,Tucker,4 Inch Filter Wrench | Pure Water Systems | AZ Cleaning Supplies,This is the filter wrench needed to open the 4 inch filter housings found on the Tucker® Systems. Available at AZ Cleaning Supplies.,4-inch-filter-wrench,,Hidden,Physical,1.001,4 Inch Filter Wrench | Pure Water Systems | AZ Cleaning Supplies,This is the filter wrench needed to open the 4 inch filter housings found on the Tucker® Systems. Available at AZ Cleaning Supplies.,N,N,N,N,13.67,,N,Y,N,Y,N,,,9.57,Tucker,20036,N,,,N,,,Y,,,N,,13.67
,4in x 10in Carbon Filter,4in x 10in Carbon Filter,Regular,,20009,"The 4.5 x 10"" carbon pre-filter is the correct replacement filter for the old school R5 Systems. These carbon block filters are made using 100% coconut shell carbon, a renewable and ecologically sustainable material. -5 Micron nominal filtration -Exceptionally low pressure drop -High dirt holding capacity -Extremely economical",Tucker > Pure Water Systems,Tucker,4in x 10in Carbon Filter | Pure Water Systems | AZ Cleaning Supplies,"The 4.5 x 10"" carbon pre-filter is the correct replacement filter for the old school R5 Systems. These carbon block filters are made using 100% coconut shell...",4in-x-10in-carbon-filter,,Hidden,Physical,,4in x 10in Carbon Filter | Pure Water Systems | AZ Cleaning Supplies,"The 4.5 x 10"" carbon pre-filter is the correct replacement filter for the old school R5 Systems. These carbon block filters are made using 100% coconut shell...",N,N,N,N,53.30,,N,Y,N,Y,N,,,37.31,Tucker,20009,N,,,N,,,Y,,,N,,53.30
,4in x 10in Grey Housing 3/4 FNPT,"4.5"" x 10"" Filter Housing",Regular,,20040,"This is the DI filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours, this is the replacement for it. 3/4"" inlet and outlet. Does not include the filter or the housing wrench. Does include hardware.",Tucker > Catalog,Tucker,"4.5"" x 10"" Filter Housing | Catalog | AZ Cleaning Supplies","This is the DI filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours, this is the...",4-5-x-10-filter-housing,,Hidden,Physical,1.001,"4.5"" x 10"" Filter Housing | Catalog | AZ Cleaning Supplies","This is the DI filter housing on the Tucker® RO/DI Mobile system as well as the Tucker® RO/DI Fill N Go tank systems. If you damaged yours, this is the...",N,N,N,N,88.76,,N,Y,N,Y,N,,,62.14,Tucker,20040,N,,,N,,,Y,,,N,,88.76
,4in x 10in Sediment Filter,4in x 10in Sediment Filter,Regular,,20008,"This sediment filter fits the 4.5 x 10"" grey filter housings. -5 micron nominal filtration -FDA listed materials -Manufactured from 100% pure polypropylene fibers -High dirt holding capacity -High efficiency, low pressure drop, and long life",Tucker > Pure Water Systems,Tucker,4in x 10in Sediment Filter | Pure Water Systems | AZ Cleaning Supplies,"This sediment filter fits the 4.5 x 10"" grey filter housings. -5 micron nominal filtration -FDA listed materials -Manufactured from 100% pure polypropylene...",4in-x-10in-sediment-filter,,Hidden,Physical,,4in x 10in Sediment Filter | Pure Water Systems | AZ Cleaning Supplies,"This sediment filter fits the 4.5 x 10"" grey filter housings. -5 micron nominal filtration -FDA listed materials -Manufactured from 100% pure polypropylene...",N,N,N,N,38.26,,N,Y,N,Y,N,,,26.79,Tucker,20008,N,,,N,,,Y,,,N,,38.26
